,r_bass,r_mid,r_treb
0.8363284197269757,0.2,0.2,0.2
0.8577727381815136,0.10505072160127138,0.045026946088714465,-0.04302807394802294
0.8792170566360513,-0.2,-0.2,-0.2
0.9006613750905892,0.042394776874203885,0.05075202460616807,-0.01961716758322518
0.9221056935451271,0.2,0.2,0.2
0.9435500119996649,0.0759813421295157,0.0011768920270688592,-0.08044084964820737
0.9649943304542027,-0.2,-0.2,-0.2
0.9864386489087406,0.06509537444222012,0.02424085150777525,0.005658558238861267
1.0078829673632783,0.2,0.2,0.2
1.0293272858178162,0.057527958848208924,0.04694797153508729,-0.043369805969443155
1.050771604272354,-0.2,-0.2,-0.2
1.072215922726892,0.07763117166441236,0.04052996680675093,-0.1475171076762827
1.0936602411814298,0.2,0.2,0.2
1.1151045596359677,0.05457983531566622,0.041154890712119585,-0.010129845552294296
1.1365488780905055,-0.2,-0.2,-0.2
1.1579931965450432,0.037823312014718814,0.010615600240748792,-0.08108710014731253
1.179437514999581,0.2,0.2,0.2
1.200881833454119,0.12871378539125353,0.07698983419758725,-0.15787936799849459
1.2223261519086568,-0.2,-0.2,-0.2
1.2437704703631947,0.12101274423611608,0.08676118788536631,-0.0205844274943906
1.2652147888177325,0.2,0.2,0.2
1.2866591072722704,0.07948629505847547,0.058191002204826,-0.01156647226074429
1.308103425726808,-0.2,-0.2,-0.2
1.329547744181346,0.1265910170277587,0.07706991476743331,0.020046687008377355
1.3509920626358838,0.2,0.2,0.2
1.3724363810904217,0.11050335481305369,0.07146481135163875,-0.018929216336719495
1.3938806995449595,-0.2,-0.2,-0.2
1.4153250179994974,0.13132483182067914,0.08643083714133237,-0.04024432420080577
1.4367693364540353,0.2,0.2,0.2
1.458213654908573,0.09515982776018478,0.0856379087615688,0.026010494664612274
1.4796579733631108,-0.2,-0.2,-0.2
1.5011022918176486,0.0929716252162583,0.06025678258454242,-0.023364756722876214
1.5225466102721865,0.2,0.2,0.2
1.5439909287267244,0.10813575046823985,0.08533904522563932,0.017659797860921585
1.5654352471812623,-0.2,-0.2,-0.2
1.5868795656358001,0.09394207762210491,0.059801261288181286,0.017404424221962738
1.6083238840903378,0.2,0.2,0.2
1.6297682025448756,0.11945602675043981,0.09437762433210833,0.05379103858466676
1.6512125209994135,-0.2,-0.2,-0.2
1.6726568394539514,0.06290221061250424,0.08963158713919979,0.10598593568609067
1.6941011579084893,0.2,0.2,0.2
1.7155454763630271,0.12784853563863405,0.05749291936128707,0.07968512889962535
1.736989794817565,-0.2,-0.2,-0.2
1.7584341132721026,0.13451826078853654,0.08916197238386071,0.11304516961369865
1.7798784317266405,0.2,0.2,0.2
1.8013227501811784,0.09995341678414167,0.06542309823545044,0.07793348262431167
1.8227670686357162,-0.2,-0.2,-0.2
1.8442113870902541,0.14196780411720777,0.09256843195484131,0.10346764217687471
1.865655705544792,0.2,0.2,0.2
1.8871000239993299,0.08721484172783735,0.06281461831434246,0.09666806006173485
1.9085443424538675,-0.2,-0.2,-0.2
1.9299886609084054,0.10816106150456692,0.07468097922620219,0.10619105674147701
1.9514329793629432,0.2,0.2,0.2
1.9728772978174811,0.147210477156591,0.10097188545760197,0.07283181721352824
1.994321616272019,-0.2,-0.2,-0.2
2.0157659347265566,0.11677664362181707,0.06586952524269547,0.11005373939094248
2.0372102531810947,0.2,0.2,0.2
2.0586545716356324,0.13781237889678397,0.1016762646180249,0.05182976769855719
2.0800988900901705,-0.2,-0.2,-0.2
2.101543208544708,0.0645438721643698,0.048295104618662925,0.008491300225909137
2.122987526999246,0.2,0.2,0.2
2.144431845453784,0.14914497916829084,0.08403385956682921,-0.13312973470803519
2.1658761639083215,-0.2,-0.2,-0.2
2.1873204823628596,0.11616193844462697,0.1197480073549364,-0.032882438895274826
2.2087648008173972,0.2,0.2,0.2
2.2302091192719353,0.08909807432477213,0.03860565348000842,0.011393963379562114
2.251653437726473,-0.2,-0.2,-0.2
2.273097756181011,0.10301234995236795,0.06139474225361921,-0.0066996830212015124
2.2945420746355487,0.2,0.2,0.2
2.3159863930900864,0.07337035918669972,0.07512817819363271,0.008341772276053837
2.3374307115446245,-0.2,-0.2,-0.2
2.358875029999162,0.10819211358053958,0.0690159454987688,0.02206238595431335
2.3803193484537,0.2,0.2,0.2
2.401763666908238,0.12372726893485445,0.10287002516432142,0.028079269603264113
2.423207985362776,-0.2,-0.2,-0.2
2.4446523038173136,0.12222395641636322,0.04726738571838195,-0.019748058320275364
2.4660966222718512,0.2,0.2,0.2
2.4875409407263893,0.12342441782199086,0.0755288920498979,-0.018730514651166038
2.508985259180927,-0.2,-0.2,-0.2
2.530429577635465,0.08629311412302572,0.08463126031876228,0.045622264581393096
2.5518738960900027,0.2,0.2,0.2
2.573318214544541,0.11614860366961617,0.0714416809492905,0.04566853158874405
2.5947625329990784,-0.2,-0.2,-0.2
2.616206851453616,0.06077683395912828,0.10738800614384879,0.06312263224810724
2.637651169908154,0.2,0.2,0.2
2.659095488362692,0.13914675172697744,0.07136558633822429,0.06552976496551953
2.68053980681723,-0.2,-0.2,-0.2
2.7019841252717676,0.11099560896595226,0.10900537121228905,0.0339718731691507
2.7234284437263057,0.2,0.2,0.2
2.7448727621808433,0.08803133135242001,0.10557632634441726,0.0334160294716948
2.766317080635381,-0.2,-0.2,-0.2
2.787761399089919,0.1614889879973387,0.08972816096718243,0.009723203115161339
2.8092057175444567,0.2,0.2,0.2
2.830650035998995,0.10036357100550528,0.10553035758641463,0.035242783383416784
2.8520943544535324,-0.2,-0.2,-0.2
2.8735386729080705,0.13751520068416062,0.08349031089209522,0.01973663330137001
2.894982991362608,0.2,0.2,0.2
2.916427309817146,0.1362539506601579,0.10551646619530086,0.018998602274167182
2.937871628271684,-0.2,-0.2,-0.2
2.9593159467262216,0.06479947231479595,0.08673757447188869,0.08786160108029861
2.9807602651807596,0.2,0.2,0.2
3.0022045836352973,0.16872854631020878,0.13068387614443885,0.03748483065441372
3.0236489020898354,-0.2,-0.2,-0.2
3.045093220544373,0.13011802315976434,0.08319027223653168,0.07935979284120437
3.0665375389989107,0.2,0.2,0.2
3.0879818574534488,0.07498336648365107,0.06462894403904926,0.09359242177587411
3.1094261759079864,-0.2,-0.2,-0.2
3.1308704943625245,0.07776554031001937,0.08085498590850293,0.07092907162087275
3.152314812817062,0.2,0.2,0.2
3.1737591312716003,0.13279542186675009,0.08685316489631281,0.12513892410673502
3.195203449726138,-0.2,-0.2,-0.2
3.2166477681806755,0.1305966177859927,0.0865373709137973,0.08279443813528352
3.2380920866352136,0.2,0.2,0.2
3.2595364050897513,0.13343964122324045,0.08164140492430381,0.09034084011547831
3.2809807235442894,-0.2,-0.2,-0.2
3.302425041998827,0.10266369514492428,0.0731716852144121,0.06688536644986522
3.323869360453365,0.2,0.2,0.2
3.3453136789079028,0.0827394567002345,0.07031048776645765,0.11114811680132736
3.3667579973624404,-0.2,-0.2,-0.2
3.3882023158169785,0.15472166487039543,0.09392145255110675,0.0725998504276039
3.409646634271516,0.2,0.2,0.2
3.4310909527260542,0.15107347469138724,0.0965377399649585,0.08682471292722378
3.452535271180592,-0.2,-0.2,-0.2
3.47397958963513,0.150982700344636,0.10627738713555562,0.08403718459279728
3.4954239080896676,0.2,0.2,0.2
3.5168682265442053,0.13137395632398927,0.09373650911398998,0.09375501862927718
3.5383125449987434,-0.2,-0.2,-0.2
3.559756863453281,0.08622292222605632,0.06321931331724749,0.07236758476638251
3.581201181907819,0.2,0.2,0.2
3.6026455003623568,0.1443286834119416,0.09802109225721814,0.10447266584721081
3.624089818816895,-0.2,-0.2,-0.2
3.6455341372714325,0.1561914281914645,0.09272477683838296,0.09272065701180156
3.66697845572597,0.2,0.2,0.2
3.6884227741805082,0.1616463723061311,0.09528096874605571,0.08301153282781566
3.709867092635046,-0.2,-0.2,-0.2
3.731311411089584,0.15236234731529114,0.07740832775665407,0.09671420498290774
3.7527557295441216,0.2,0.2,0.2
3.7742000479986597,0.09616643372702854,0.0377550808717929,0.07527976158219779
3.7956443664531974,-0.2,-0.2,-0.2
3.817088684907735,0.1300695189341153,0.10249927270660067,0.08895339754074906
3.838533003362273,0.2,0.2,0.2
3.8599773218168107,0.15344520320487248,0.11054874917882375,0.10058362481905886
3.881421640271349,-0.2,-0.2,-0.2
3.9028659587258865,0.14772795863251137,0.09280379163851432,0.09945427234903129
3.9243102771804246,0.2,0.2,0.2
3.9457545956349622,0.14707590438683596,0.10812589131720185,0.0657636449508892
3.9671989140895,-0.2,-0.2,-0.2
3.988643232544038,0.13916029759042522,0.08214157087172533,0.04925667828619023
4.010087550998576,0.2,0.2,0.2
4.031531869453113,0.13843874524880787,0.08984131031341408,0.11926135868317991
4.052976187907651,-0.2,-0.2,-0.2
4.074420506362189,0.15779888790593655,0.10200267529468884,0.091336875678545
4.0958648248167275,0.2,0.2,0.2
4.117309143271265,0.15702627757991625,0.08689930247351337,0.054191843876807394
4.138753461725803,-0.2,-0.2,-0.2
4.160197780180341,0.14101984864815412,0.08876450968279376,0.08548046917430324
4.181642098634878,0.2,0.2,0.2
4.203086417089416,0.1501096020710821,0.07882503314109626,0.06342359904900532
4.224530735543954,-0.2,-0.2,-0.2
4.245975053998492,0.1490700076194656,0.11594348311296479,0.06729289778464574
4.26741937245303,0.2,0.2,0.2
4.288863690907568,0.14585745721344448,0.1036907764141189,0.08010345723104038
4.310308009362106,-0.2,-0.2,-0.2
4.331752327816643,0.1429470166839347,0.1142045219314384,0.12344363395129906
4.353196646271181,0.2,0.2,0.2
4.374640964725719,0.10245432900419942,0.08357066122800863,0.041007566766444604
4.396085283180257,-0.2,-0.2,-0.2
4.4175296016347945,0.07124870707940185,0.051758437328251465,-0.10778900788523042
4.438973920089333,0.2,0.2,0.2
4.460418238543871,0.0233140265234017,0.011457586656596143,-0.039833351545199694
4.481862556998408,-0.2,-0.2,-0.2
4.503306875452946,0.03667795290709391,0.019726155683345802,0.01697404694223981
4.524751193907484,0.2,0.2,0.2
4.546195512362022,-0.00010744654263971421,0.004357098805730045,-0.008140758787189098
4.567639830816559,-0.2,-0.2,-0.2
4.589084149271097,0.06854552177971397,0.046071718899749134,-0.015191206819034169
4.6105284677256355,0.2,0.2,0.2
4.631972786180173,0.039642649122216364,0.01745788520306436,-0.025859665159243723
4.653417104634711,-0.2,-0.2,-0.2
4.674861423089249,0.0179479773778531,0.014083127156303596,-0.018628814608150593
4.696305741543787,0.2,0.2,0.2
4.717750059998324,0.03430576583937119,0.015939556148255072,-0.0009403245519875765
4.739194378452862,-0.2,-0.2,-0.2
4.7606386969074,0.013241569432305865,-0.01870735847202686,-0.02581918180458476
4.782083015361938,0.2,0.2,0.2
4.803527333816476,-0.2463696244566612,-0.1221177582155393,-0.008906151369137598
4.824971652271014,-0.2,-0.2,-0.2
4.846415970725552,-0.28038778339357945,-0.20374234041276962,-0.0016599000794694412
4.867860289180089,0.2,0.2,0.2
4.889304607634627,-0.26744747176037303,-0.17793384521318972,0.05043206980782136
4.910748926089165,-0.2,-0.2,-0.2
4.9321932445437024,-0.281740756733888,-0.16928212859632924,-0.04329199957377591
4.9536375629982405,0.2,0.2,0.2
4.975081881452779,-0.2891922001084231,-0.10656871248890369,0.0010584039381204902
4.996526199907317,-0.2,-0.2,-0.2
5.017970518361854,0.1325215999538641,0.07993119490040247,-0.0045456603167628
5.039414836816392,0.2,0.2,0.2
5.06085915527093,0.19108170685380618,0.10432082460619169,0.05248506238821369
5.082303473725467,-0.2,-0.2,-0.2
5.103747792180005,0.1613549823264445,0.10642032276622077,-0.014029232665857502
5.1251921106345435,0.2,0.2,0.2
5.146636429089082,0.1450686711176603,0.11480564748764235,0.03654611832405761
5.168080747543619,-0.2,-0.2,-0.2
5.189525065998157,0.15227155756077748,0.0968040163658876,0.06374167439119491
5.210969384452695,0.2,0.2,0.2
5.232413702907232,0.06819829054860906,0.06511596539329101,0.06384831785682989
5.25385802136177,-0.2,-0.2,-0.2
5.275302339816308,0.11873317875458887,0.08740869304411689,0.09643324861118531
5.2967466582708465,0.2,0.2,0.2
5.318190976725384,0.14816172692854815,0.10305792133706386,0.10501559342407481
5.339635295179922,-0.2,-0.2,-0.2
5.36107961363446,0.08485885451214514,0.05016703093102564,0.12189721348510642
5.382523932088997,0.2,0.2,0.2
5.403968250543535,0.17663106028612843,0.0991625848438381,0.1069638087926948
5.425412568998073,-0.2,-0.2,-0.2
5.446856887452611,0.1411250014979056,0.07705735312983836,0.11306682727225235
5.4683012059071485,0.2,0.2,0.2
5.489745524361687,0.1350185146762188,0.07393364277910473,0.11309361467969829
5.511189842816225,-0.2,-0.2,-0.2
5.532634161270762,0.1517763936771997,0.09496522826667682,0.12906830482768655
5.5540784797253,0.2,0.2,0.2
5.575522798179838,0.1762390116621462,0.10880994653274972,0.11626665397274163
5.596967116634376,-0.2,-0.2,-0.2
5.618411435088913,0.16528341955914316,0.10365053259335155,0.099525502305981
5.6398557535434515,0.2,0.2,0.2
5.66130007199799,0.10632037978487348,0.08226567142403997,0.12815776551689598
5.682744390452527,-0.2,-0.2,-0.2
5.704188708907065,0.13959079811362626,0.08247835091833133,0.026942119998949052
5.725633027361603,0.2,0.2,0.2
5.747077345816141,0.14738764163455892,0.10920866715086863,0.10322828628040022
5.768521664270678,-0.2,-0.2,-0.2
5.789965982725216,0.16681540085243327,0.07910336141050628,0.09395314851086697
5.811410301179754,0.2,0.2,0.2
5.832854619634292,0.10461833331693783,0.07669038451713986,0.08135254922677093
5.85429893808883,-0.2,-0.2,-0.2
5.875743256543368,0.11377395024787522,0.08243523694310384,0.12753670156005326
5.897187574997906,0.2,0.2,0.2
5.918631893452443,0.14176713969664378,0.09099167168637198,0.05283469199067604
5.940076211906981,-0.2,-0.2,-0.2
5.961520530361519,0.16548406285219053,0.10215460989317347,0.0842304115213713
5.9829648488160565,-0.2,0.2,0.2
6.004409167270595,0.20739475245097225,0.09952833205996968,0.08249970455262383
6.025853485725133,-0.2,-0.2,-0.2
6.047297804179671,0.17420173315546336,0.11027054514801995,0.10852189047751493
6.068742122634208,0.2,0.2,0.2
6.090186441088746,0.14847804893094338,0.07992458585880517,0.058240336859819775
6.111630759543284,-0.2,-0.2,-0.2
6.133075077997821,-0.3496492260743157,-0.37024209033169403,-0.20222666784468668
6.1545193964523595,0.2,0.2,0.2
6.1759637149068976,-0.9216735523767143,-0.4286616522511728,-0.36943596469675755
6.197408033361436,-0.2,-0.2,-0.2
6.218852351815973,-0.9216735523767143,-0.9983844286832477,-0.9350084728639232
6.240296670270511,0.2,0.2,0.2
6.261740988725049,-0.9216735523767143,-0.9983844286832477,-0.9350084728639232
6.283185307179586,-0.2852168719146654,-0.31253175834974534,-0.1766661382548532
