,0,1781,3563,5345,7127,8909,10690,12472,14254,16036,17818,19600,21381,23163,24945,26727,28509,30290,32072,33854,35636,37418,39200,40981,42763,44545,46327,48109,49890,51672,53454,55236,57018,58800,60581,62363,64145,65927,67709,69490,71272,73054,74836,76618,78400,80181,81963,83745,85527,87309,89090,90872,92654,94436,96218,98000,99781,101563,103345,105127,106909,108690,110472,112254,114036,115818,117600,119381,121163,122945,124727,126509,128290,130072,131854,133636,135418,137200,138981,140763,142545,144327,146109,147890,149672,151454,153236,155018,156800,158581,160363,162145,163927,165709,167490,169272,171054,172836,174618,176400
890,-82.50854585820437,-82.87433503029682,-95.72805123608318,-94.3818606481072,-100.0,-100.0,-99.90196125248721,-100.0,-100.0,-100.0,-100.0,-94.46890657935036,-100.0,-100.0,-100.0,-100.0,-97.73331860236519,-100.0,-100.0,-100.0,-100.0,-100.0,-96.3069871814983,-100.0,-100.0,-100.0,-100.0,-96.38017181186909,-100.0,-100.0,-100.0,-100.0,-100.0,-96.31991432639767,-100.0,-100.0,-100.0,-100.0,-96.26236684306784,-100.0,-100.0,-100.0,-100.0,-100.0,-96.50686836021711,-100.0,-100.0,-100.0,-100.0,-78.9341981191273,-77.02556956390026,-100.0,-86.66241280296363,-100.0,-100.0,-97.12852809272546,-100.0,-100.0,-100.0,-100.0,-93.47964473391484,-100.0,-100.0,-100.0,-100.0,-100.0,-96.64939933429321,-100.0,-100.0,-100.0,-100.0,-96.84753642010944,-100.0,-100.0,-100.0,-100.0,-100.0,-96.41102726884188,-100.0,-100.0,-100.0,-100.0,-96.31887894701954,-100.0,-100.0,-100.0,-100.0,-100.0,-96.22553773662224,-100.0,-100.0,-100.0,-100.0,-96.33192424366298,-100.0,-100.0,-100.0,-100.0,-100.0,
891,-86.47228260595666,-84.66760324292014,-100.0,-88.45322220702886,-92.70830466026936,-100.0,-100.0,-92.92820423562742,-94.15846820307613,-100.0,-98.37263956205504,-100.0,-97.22311299732868,-100.0,-95.58541476925227,-93.56470657976465,-100.0,-96.32772841735273,-96.60867593979845,-96.46175184405784,-95.61337457747598,-95.88825230094031,-100.0,-96.55049538175767,-95.90975959372116,-96.31292179689663,-96.58815186394727,-100.0,-96.58910833096346,-96.4696612508807,-96.30578270385485,-96.33041647809976,-96.47278037136815,-100.0,-96.29831193954092,-96.6151278840587,-96.21633405403904,-96.37136113293364,-100.0,-96.31988591148719,-96.2498394569586,-96.27357120567254,-96.36207090518701,-96.43368097269746,-100.0,-96.39639491783998,-96.40762357709498,-96.26986553944613,-96.371105436017,-78.20438902182866,-78.84023282573372,-98.67064033428167,-85.16703341992192,-100.0,-100.0,-100.0,-92.96847419238713,-96.27946145294773,-98.14750377526505,-99.82022058805026,-100.0,-96.82247285703185,-100.0,-95.53820330882273,-93.70601806853293,-98.13742004775472,-100.0,-95.99278931565253,-96.0149465257168,-95.77976110069017,-96.24496782480747,-100.0,-96.6901556907668,-95.54464464151704,-96.32930210477153,-96.77740254762128,-95.99372123791636,-100.0,-96.46282834472748,-96.13400785355041,-96.36001659033906,-96.3805583900794,-100.0,-96.52493406374919,-96.52150182591214,-96.24538007642668,-96.29412050553069,-96.29477196518727,-100.0,-96.3312510881262,-96.38671125363908,-96.3454056788822,-96.39302930805553,-100.0,-96.4663218329214,-96.31047591457742,-96.2957369499051,-96.34992407474098,-96.37055794553257,
892,-71.16571384817411,-82.87433503029682,-95.72805123608316,-94.38186064810716,-100.0,-96.38044201953909,-99.90196125248721,-100.0,-100.0,-100.0,-100.0,-96.7986862549543,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.91994216141316,-77.02556956390026,-100.0,-86.66241280296362,-100.0,-100.0,-98.9320232999167,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
893,-70.65211455668967,-83.34810781298187,-89.91231894950475,-89.47964113281563,-93.71069333245613,-100.0,-93.55550072994345,-94.24343384987293,-100.0,-97.87675786734815,-100.0,-100.0,-100.0,-100.0,-100.0,-99.42458315317964,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.87093897214201,-77.87665753369991,-98.36799536819875,-89.38872700267228,-91.84713619636244,-100.0,-97.30633403777789,-100.0,-99.36195810369406,-100.0,-100.0,-98.25188736312492,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
894,-72.33147503744956,-81.2025539151699,-95.90211512386196,-92.52475066557417,-100.0,-97.27475084767312,-93.62129011387611,-92.528101757733,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.36470875965945,-79.24304430767174,-100.0,-89.21865454062952,-100.0,-100.0,-100.0,-100.0,-100.0,-99.60190287303563,-100.0,-100.0,-100.0,-98.94695354605842,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
895,-70.06672035922932,-82.74684999139441,-90.94647639454466,-88.01247300328168,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.85571533691342,-78.46745550728558,-91.95972775742806,-86.37186760854985,-99.42930767622757,-98.68173864836295,-100.0,-98.92275456532842,-98.86317564004011,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
896,-69.20155674571939,-81.80958740146966,-92.43222446900056,-87.26561107524175,-100.0,-99.72706653301285,-96.643451010962,-97.6803270960238,-100.0,-98.55132456674818,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.47595936067913,-77.5940242586792,-96.99716456655474,-86.46379875935212,-96.28133716760951,-100.0,-98.94195017829725,-100.0,-99.41692382821691,-100.0,-100.0,-100.0,-100.0,-99.91030611031337,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
897,-72.40530026985705,-81.55453964643684,-96.59568914960639,-90.34176054487871,-100.0,-100.0,-100.0,-99.89708095041107,-100.0,-96.15050544683154,-100.0,-98.85478992159803,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.54872923517303,-77.79680565434428,-90.06334706293309,-88.50035818127436,-97.24953983421284,-100.0,-93.13770543433014,-100.0,-99.54691689681886,-100.0,-100.0,-97.97123501451905,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
898,-71.18479909706652,-83.47757645081003,-95.85684522836871,-91.04298883350494,-99.4641189940163,-95.62941652233533,-94.35633345002316,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-98.27402156346038,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.24505370524625,-77.77730732205528,-93.84993714864788,-87.33153502423507,-96.74443226748161,-100.0,-94.66218341530936,-100.0,-98.27909275401251,-95.05064108390465,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
