,0,2027,4055,6082,8110,10137,12165,14193,16220,18248,20275,22303,24331,26358,28386,30413,32441,34468,36496,38524,40551,42579,44606,46634,48662,50689,52717,54744,56772,58800,60827,62855,64882,66910,68937,70965,72993,75020,77048,79075,81103,83131,85158,87186,89213,91241,93268,95296,97324,99351,101379,103406,105434,107462,109489,111517,113544,115572,117600,119627,121655,123682,125710,127737
0,-80.69967116180202,-81.50177858636778,-80.81996922923435,-78.68630350001402,-86.17347624628074,-81.58666169306431,-81.39876524707306,-79.00405983782028,-84.9188293400448,-78.56222696201398,-87.4520852288984,-79.56144686502155,-84.06113373151,-78.38673777711442,-90.54184743623873,-79.64277101160788,-89.95917465539357,-79.62088031650048,-83.86995459935456,-76.17861545208169,-95.61203126845338,-83.37845447870845,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12996872678693,-83.78712435014806,-82.12190641225432,-79.73192413567605,-78.98096694554117,-82.58422493276795,-78.22402985591981,-86.30778283544183,-82.76329326309602,-80.5307770756597,-77.61601802013665,-85.75670514461348,-78.11542921611495,-86.71368600155614,-81.23200821279352,-82.65436462498306,-78.07872134417556,-88.96593257729783,-77.76014725452468,-90.17770204958208,-79.66479044466264
1,-80.69977233849923,-81.50170322865763,-80.82018598157403,-78.68619180185885,-86.17347850748948,-81.58689470008922,-81.39898688666617,-79.00386433890475,-84.91937581224092,-78.56207623610639,-87.45279236176981,-79.56157246847063,-84.0615656108332,-78.38681802460809,-90.54174443648597,-79.64279651694093,-89.95907702395291,-79.62094675483057,-83.8698343290682,-76.17859188410831,-95.61203126845338,-83.37867064078921,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12965680040342,-83.78715394604555,-82.12168113527845,-79.73162606382397,-78.98096035638376,-82.58391053525266,-78.22438169779434,-86.30800680293103,-82.76310818047591,-80.53061621577626,-77.61603221588958,-85.75709085684501,-78.11525443353217,-86.71335500252489,-81.23175248823145,-82.65426694626422,-78.07876251583146,-88.96636705146128,-77.76041446231301,-90.17725745913366,-79.66459484263659
2,-80.69980266411206,-81.50176578629575,-80.82003331779822,-78.68617572812279,-86.17358666752594,-81.58681039676631,-81.3989435422326,-79.00400509776975,-84.91868174599534,-78.56183208860274,-87.45262041371163,-79.56142833019805,-84.06137418877606,-78.38666308299919,-90.54206337923736,-79.64284809227102,-89.95925723252313,-79.62064980736363,-83.86938218349698,-76.17850159036873,-95.61203126845338,-83.37866181183101,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12933686961614,-83.78709534454892,-82.12168571860678,-79.7314862655882,-78.98086457188599,-82.58376840093638,-78.2242462589069,-86.3080460193689,-82.76343053054943,-80.53084113796481,-77.61598674399939,-85.75721658813879,-78.11520628394808,-86.71360440857774,-81.23159382016914,-82.65410614459527,-78.07895347169867,-88.96657028425747,-77.76038555007291,-90.1768259336016,-79.66443826464304
3,-80.69953160455887,-81.5015365742584,-80.81998974358838,-78.68602080890378,-86.17396465291785,-81.58654582267182,-81.39883098561168,-79.00401265772629,-84.9190096380707,-78.5619387230046,-87.45246401701417,-79.56170033757373,-84.06122343230022,-78.38670153995379,-90.54154397088348,-79.64272487963387,-89.95900738661256,-79.6208003537509,-83.86982102348917,-76.17852837160724,-95.61203126845338,-83.3785266422068,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.1296650792924,-83.7870721860719,-82.1215225069193,-79.73167069341926,-78.98094018373166,-82.58402228532103,-78.2243682660049,-86.30753593102007,-82.76342018784206,-80.53079648459823,-77.61590004988015,-85.756902086638,-78.11507639017991,-86.71331590014789,-81.23166492117272,-82.65419268104085,-78.07895593431164,-88.96657555818585,-77.76024940742657,-90.17686828008614,-79.66441607565467
4,-80.69944459703576,-81.5015745029186,-80.81991208449506,-78.68596275196066,-86.17312686209706,-81.58670329659796,-81.39872914280205,-79.00390349404903,-84.91915931835614,-78.56192093431775,-87.45231722557452,-79.56154632463486,-84.06123160032249,-78.38637830521942,-90.54198284371748,-79.64264725793032,-89.95910618998934,-79.6206460027143,-83.86968074766762,-76.17841106574744,-95.61203126845338,-83.37848561283538,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12984582768411,-83.78671653182516,-82.12176789541522,-79.73149421835201,-78.98070762628167,-82.58343834525535,-78.22416882318687,-86.30804648856363,-82.76336919371082,-80.5305827674378,-77.6158040873648,-85.75714361439475,-78.11523548513405,-86.71378345626614,-81.23142153414159,-82.65424820945839,-78.07878158733578,-88.96656429473053,-77.76025855589525,-90.17672249916669,-79.66435199330938
5,-80.69933624202466,-81.50147500445819,-80.81965590516194,-78.68585259050957,-86.17367612087011,-81.58683886581629,-81.39885531763326,-79.00372602352685,-84.91867920650841,-78.56159866994494,-87.45162833346315,-79.561415534372,-84.06063710821317,-78.38638930644179,-90.54214001229646,-79.64242347190498,-89.95893636548169,-79.62051963446287,-83.86952641429453,-76.17835119737836,-95.61203126845338,-83.37843030074426,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12925897084145,-83.78697717265976,-82.12144456967282,-79.73134201734324,-78.98063788193917,-82.58332300257428,-78.22419276002461,-86.30722253101844,-82.76328641210185,-80.53045004847834,-77.61563229646259,-85.756678392174,-78.11517925893138,-86.7132016260939,-81.23138672314172,-82.65361845396205,-78.07862434190271,-88.96657310346244,-77.76020231866954,-90.1769128122107,-79.6641625184716
6,-80.69934376726151,-81.5016280280738,-80.81944114413253,-78.6856486625321,-86.17342621771037,-81.58650277241016,-81.39848219109199,-79.00368358470665,-84.91870523500836,-78.56158841943447,-87.45204570239564,-79.56114055412434,-84.06078645395144,-78.38632395774911,-90.54202826013692,-79.64232374286343,-89.95910453080822,-79.62053301829394,-83.86959138867579,-76.17819138222954,-95.61203126845338,-83.37824176568495,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12898059696045,-83.78682079303474,-82.12136921510569,-79.73130314895197,-78.9806982293289,-82.58338305925139,-78.22405684732985,-86.30769823822189,-82.76303351207684,-80.53033896225288,-77.61560132018072,-85.75628547924302,-78.11475329733334,-86.71369300310863,-81.23164119943247,-82.65384502593902,-78.0786924694904,-88.96605096656329,-77.76008204445534,-90.17675087553165,-79.66421688518584
7,-80.69901718725541,-81.50094269190716,-80.81933314372021,-78.68570988013822,-86.17358518465193,-81.58649118272396,-81.398525218749,-79.00332102120642,-84.91841626643081,-78.5615405451777,-87.45166065119159,-79.561013990676,-84.06044162916623,-78.38611042313336,-90.54145910064575,-79.64224885904729,-89.95923985520548,-79.62048394876678,-83.86928775773154,-76.17793243709632,-95.61203126845338,-83.37814389227397,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.12943025173666,-83.78659216303902,-82.12129587941533,-79.73119364945147,-78.98048176144158,-82.58323633663522,-78.22386307033106,-86.30745658281558,-82.76318873415285,-80.53031389433423,-77.61542871060473,-85.75649599861727,-78.11466563096586,-86.71291525970317,-81.23151458535203,-82.65353736184167,-78.0783148709318,-88.96646021774933,-77.75987808056382,-90.17672358608714,-79.66405949786764
8,-80.69922758231256,-81.50103406730445,-80.81912959963731,-78.68543272064544,-86.1729966544486,-81.58585988351811,-81.39847060250057,-79.00334673450081,-84.91809000524316,-78.56144927255825,-87.45203909580442,-79.56096520293934,-84.06102667910577,-78.38619136277987,-90.54130099635404,-79.64215958603643,-89.9581310129739,-79.62019408018196,-83.86900497468162,-76.1779708224852,-95.61203126845338,-83.37784441876151,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.1286154516885,-83.78638400390571,-82.12134471726422,-79.7308300580194,-78.98052349758122,-82.58292309324477,-78.22371374711449,-86.30720148020308,-82.76252865435539,-80.53004883577394,-77.6152918117021,-85.75613275846378,-78.11454082755199,-86.71322037204294,-81.23169372490455,-82.65349424373282,-78.0781417011161,-88.96604475653004,-77.75990292260472,-90.1759737581242,-79.66377221074598
