theta,r_bass,r_mid,r_treb
0.0,-0.3889952334602718,-0.3396864737050842,-0.2518379910861326
1.4007782101167314,-0.2,-0.2,-0.2
2.801556420233463,-0.35595379530766014,-0.28650978786373865,-0.24084136978266044
4.202334630350194,0.2,0.2,0.2
5.603112840466926,-0.39862141825490033,-0.3426957457755326,-0.2518706517602599
7.003891050583658,-0.2,-0.2,-0.2
8.404669260700388,-0.2522014042079324,-0.3118557909693644,-0.23241371238055605
9.80544747081712,0.2,0.2,0.2
11.206225680933851,-0.34062976869232375,-0.2942725767173652,-0.22630270094160992
12.607003891050583,-0.2,-0.2,-0.2
14.007782101167315,-0.4293288299853819,-0.30726365392308985,-0.19242711515708713
15.408560311284045,0.2,0.2,0.2
16.809338521400775,-0.3673838836311758,-0.3246357727111373,-0.20931916074264786
18.21011673151751,-0.2,-0.2,-0.2
19.61089494163424,-0.31500440384477935,-0.35175984510402925,-0.15602514632925207
21.011673151750973,0.2,0.2,0.2
22.412451361867703,-0.2990940171245163,-0.28960235092755826,-0.014754880627700707
23.813229571984433,-0.2,-0.2,-0.2
25.214007782101167,-0.36458319898332997,-0.31945791092920967,-0.010669358944733968
26.614785992217897,0.2,0.2,0.2
28.01556420233463,-0.3141908080086765,-0.33680562705246025,-0.05954554457586633
29.41634241245136,-0.2,-0.2,-0.2
30.81712062256809,-0.33379334898894925,-0.38493860363570265,-0.00483240982054229
32.217898832684824,0.2,0.2,0.2
33.61867704280155,-0.2872953647926573,-0.27539128746687913,-0.02555023421408532
35.019455252918284,-0.2,-0.2,-0.2
36.42023346303502,-0.24286899294957282,-0.24738619991277896,-0.06984127593941301
37.82101167315175,0.2,0.2,0.2
39.22178988326848,-0.3238436862892803,-0.35015794821567875,-0.04074177285802234
40.62256809338521,-0.2,-0.2,-0.2
42.023346303501945,-0.0664778470873896,-0.10178975737874638,-0.2379702793697455
43.42412451361867,0.2,0.2,0.2
44.824902723735406,0.0026671952141756085,0.04745854193176611,-0.09679702670732973
46.22568093385214,-0.2,-0.2,-0.2
47.626459143968866,-0.04147108440949909,0.0810967480872441,0.0001996070146142415
49.0272373540856,0.2,0.2,0.2
50.42801556420233,0.048260604912132896,0.04295611201941777,-0.03243818616572346
51.82879377431906,-0.2,-0.2,-0.2
53.22957198443579,0.03023556991941868,0.05902320192021464,-0.06554704893800652
54.63035019455253,0.2,0.2,0.2
56.03112840466926,0.03576320498333866,0.06214843271590179,-0.012655510204353166
57.43190661478599,-0.2,-0.2,-0.2
58.83268482490272,-0.10795135023878254,0.023236650071237673,-0.004736951346273905
60.233463035019454,0.2,0.2,0.2
61.63424124513618,-0.07001401321544841,0.0579704969278696,-0.021839632097538645
63.035019455252915,-0.2,-0.2,-0.2
64.43579766536965,0.05333829692077934,0.035988389574720885,-0.038642750199235104
65.83657587548637,0.2,0.2,0.2
67.2373540856031,0.0363756700348901,0.07303241516289016,-0.11403152451087308
68.63813229571984,-0.2,-0.2,-0.2
70.03891050583657,-0.03263303110910733,0.04881945589050767,0.027284398081178277
71.43968871595331,0.2,0.2,0.2
72.84046692607004,0.045444701360880795,0.07572116767071041,0.04770954177584647
74.24124513618676,-0.2,-0.2,-0.2
75.6420233463035,0.0020642957388521815,0.057055282574289205,0.07878279602084452
