theta,r_bass,r_mid,r_treb
0.0,0.6291635720378808,0.45081124068460693,0.0
3.6363636363636362,0.6130724356080236,0.22948259715323382,0.0
7.2727272727272725,-0.3500649337490691,0.56038496441794,0.0
10.909090909090908,-0.3500649337490691,0.43932087228448613,0.0
14.545454545454545,0.6403658308576213,-0.018942891162116133,0.0
18.18181818181818,0.6209110798601648,0.5024756795875761,0.0
21.818181818181817,-0.3500649337490691,0.45998212580597997,0.0
25.454545454545453,0.6179676835398487,0.271888303160937,0.0
29.09090909090909,0.6089946147355993,0.45772492902061973,0.0
32.72727272727273,0.6331877596025183,0.419545608448164,0.0
36.36363636363636,0.6210038695803455,0.16916443773841108,0.0
40.0,0.6043907337792249,0.5352415189318184,0.0
43.63636363636363,0.623022414560564,0.3366964034507238,0.0
47.27272727272727,0.6279136183403987,0.11010237154810959,0.0
50.90909090909091,0.5911223869941546,0.5520788931500731,0.0
54.54545454545455,0.6291590242279295,0.4143568357905386,0.0
58.18181818181818,-0.3500649337490691,0.2780731367485789,0.0
61.81818181818181,0.6006281193972605,0.5378665206548148,0.0
65.45454545454545,0.6281062061297716,0.4211835314936852,0.0
69.0909090909091,-0.3500649337490691,0.427489387998259,0.0
72.72727272727272,-0.3500649337490691,0.540254642042143,0.0
76.36363636363636,0.6435313272999176,0.30573208904523547,0.0
80.0,0.6309242278863825,0.3509879494229292,0.0
83.63636363636364,-0.3500649337490691,0.586094149934736,0.0
87.27272727272727,0.6212624636205283,0.47019923822591575,0.0
90.9090909090909,-0.3500649337490691,-0.41390585006526404,0.0
94.54545454545455,-0.3500649337490691,-0.41390585006526404,0.0
98.18181818181817,-0.3500649337490691,-0.41390585006526404,0.0
101.81818181818181,-0.3500649337490691,-0.41390585006526404,0.0
105.45454545454545,-0.3500649337490691,-0.41390585006526404,0.0
109.0909090909091,-0.3500649337490691,-0.41390585006526404,0.0
112.72727272727272,-0.3500649337490691,-0.41390585006526404,0.0
116.36363636363636,-0.3500649337490691,-0.41390585006526404,0.0
120.0,-0.3500649337490691,-0.41390585006526404,0.0
123.63636363636363,-0.3500649337490691,-0.41390585006526404,0.0
127.27272727272727,-0.3500649337490691,-0.41390585006526404,0.0
130.9090909090909,-0.3500649337490691,-0.41390585006526404,0.0
134.54545454545453,-0.3500649337490691,-0.41390585006526404,0.0
138.1818181818182,-0.3500649337490691,-0.41390585006526404,0.0
141.8181818181818,-0.3500649337490691,-0.41390585006526404,0.0
145.45454545454544,-0.3500649337490691,-0.41390585006526404,0.0
149.0909090909091,-0.3500649337490691,-0.41390585006526404,0.0
152.72727272727272,-0.3500649337490691,-0.41390585006526404,0.0
156.36363636363635,-0.3500649337490691,-0.41390585006526404,0.0
160.0,-0.3500649337490691,-0.41390585006526404,0.0
163.63636363636363,-0.3500649337490691,-0.41390585006526404,0.0
167.27272727272728,-0.3500649337490691,-0.41390585006526404,0.0
170.9090909090909,-0.3500649337490691,-0.41390585006526404,0.0
174.54545454545453,-0.3500649337490691,-0.41390585006526404,0.0
178.1818181818182,0.6323758220982003,0.4431490611574904,0.0
181.8181818181818,0.6385116100386218,0.189334032279768,0.0
185.45454545454544,-0.3500649337490691,0.5060562717688863,0.0
189.0909090909091,0.63257762749201,0.4784143910853845,0.0
192.72727272727272,-0.3500649337490691,0.34651147235712615,0.0
196.36363636363635,0.6014859625811126,0.5080950299658875,0.0
200.0,0.612139712438422,0.4428024979913311,0.0
203.63636363636363,0.6197856042919611,0.3631421554305166,0.0
207.27272727272725,-0.3500649337490691,0.5689174255774484,0.0
210.9090909090909,0.6394935754052005,0.30314400775138084,0.0
214.54545454545453,0.649935066250931,0.26732831192469036,0.0
218.1818181818182,-0.3500649337490691,0.5850148735191288,0.0
221.8181818181818,0.6350758459475937,0.2606991531866615,0.0
225.45454545454544,0.6054786837158952,0.4232510910730817,0.0
229.0909090909091,0.6009636759569636,0.4857912255939954,0.0
232.72727272727272,0.6194007360118999,0.37875270612639345,0.0
